SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,Lan,Long,LowestRate
VS322,4900 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.098022,-118.297455,1
LC165,101 ORLANDO AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,34.075692,-118.373206,1
SO528,13901 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.14922,-118.437798,1
WU890,901 BURLINGTON AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Fri,34.050824,-118.276243,1
SV684A,1300 LA BREA AV,Single-Space,FLAT,$0.50 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.095477,-118.343976,0.5
ED78,1101 E 8TH ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.035353,-118.245239,0.5
SH254,1001 MCCADDEN PL,Single-Space,FLAT,$1.00 ,2HR,8A-7P Mon-Sat,,34.090314,-118.33751,1
WW2092,3900 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.061596,-118.313573,1
LP277,4301 DEGNAN BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.00516,-118.331582,1
VW1329,900 VERMONT AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.053462,-118.291514,1
WW1907,800 S OXFORD AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-1P Thu,34.05734,-118.307719,1
SS439,1801 SAWTELLE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.043095,-118.445585,1
PR246,9001 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Fri,,34.055372,-118.388543,1
PB64,1301 MEADOWBROOK AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Mon,34.048475,-118.350312,1
VN913,14400 FRIAR ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,34.185624,-118.447244,0.5
EN19,15401 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 330P-7P Mon-Fri | PKG 8A-330P Mon-Fri, 8A-8P Sat",,34.15481,-118.471469,1
CT176,901 N. BROADWAY,Single-Space,TOD,$1.5 - $4,2HR,TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.066446,-118.2362,1.5
SH68A,6601 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,2HR,8A-7P Mon-Sat,,34.090812,-118.334028,1
SC48,12001 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.143752,-118.394313,1
BF493,7601 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076229,-118.356544,1
PB327,5300 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048308,-118.355029,1
SO759,4401 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.152397,-118.448835,1
VW638,3300 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.06167,-118.296262,1
SVV467,900 HELIOTROPE DR,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,11A-2P Wed,34.088638,-118.29488,1
MD424,1601 EASTLAKE AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,4A-630A Fri,34.064004,-118.206285,1
SA247,1300 LAVETA TER,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-10A Thu,34.076494,-118.256012,1
AE459,300 N GAREY ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,34.050597,-118.234428,1
LC102,701 LA CIENEGA BL,Single-Space,FLAT,$1.00 ,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | NP 6P-3A Nightly",,34.085028,-118.376585,1
CB4226,1000 S. WALL ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.036638,-118.253942,0.5
PW207,10901 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,34.039521,-118.430002,1
PR167A,8801 SATURN ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-230P Tue,34.053133,-118.38445,1
SV411A,1200 VINE ST,Single-Space,FLAT,$0.50 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.093114,-118.326517,0.5
VN1026,14400 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Mon,34.188603,-118.446783,0.5
HO513B,6300 YUCCA ST,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,34.10375,-118.327743,1.5
SO789,4201 STERN AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Mon,34.148427,-118.434997,1
LM458,301 N. LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.077007,-118.344162,1
SVV429,800 HELIOTROPE DR,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,11A-2P Wed,34.086456,-118.29487,1
VW202A,700 VERMONT AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.058881,-118.291528,1
BF664,600 N. SWEETZER AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,34.083404,-118.370248,1
EN1007,15400 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.1543,-118.469713,1
WW1459,1001 S WESTERN AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.051496,-118.309153,1
PR278,9000 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.05517,-118.388188,1
VW370,601 CATALINA ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Thu,34.062296,-118.295438,1
C43,1300 30TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,10A-12P Thu,34.027707,-118.292118,1
VN1066,14400 HAYNES ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Tue,34.189637,-118.4468,1
WW1158,3501 6TH ST,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.063656,-118.299522,1
WS97,1200 GLENDON AV,Single-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,8A-10A Tue,34.057814,-118.441914,1
WS41,1500 WESTWOOD BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.053176,-118.439763,1
CB2572,700 WALL ST,Single-Space,TOD,$0.5 - $5,2HR,8A-6P Mon-Sat,,34.041533,-118.248819,0.5
WW2340,1200 S KINGSLEY DR,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Thu,34.047498,-118.303038,1
VN1147,6600 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.192558,-118.448573,1
SO845,4101 DIXIE CANYON AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.146598,-118.42495,1
ED435,1100 E PICO BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,34.030125,-118.247998,0.5
WA24,1900 7TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.055733,-118.275426,1
ED155,1101 E 12TH ST,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,34.030524,-118.245898,0.5
VW318,600 NEW HAMPSHIRE AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-10A Wed,34.063076,-118.292843,1
LH166,2600 PASADENA AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.077428,-118.215298,1
WH373,22901 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.165458,-118.625545,1
SS68,1501 BUTLER AV,Single-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,10A-12P Thu,34.045776,-118.452224,1
ED699,900 S TOWNE AVE,Single-Space,TOD,$0.5 - $1.5,4HR,8A-6P Mon-Sat,,34.035059,-118.248915,0.5
GA167,3601 BOYCE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-11A Wed,34.11957,-118.259704,1
CB1036A,1101 S. MAIN ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.038152,-118.259042,0.5
PR817,8801 KEY ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,12P-230P Tue,34.049926,-118.385337,1
TZ550,18300 VENTURA BL,Single-Space,FLAT,$1.00 ,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.167593,-118.533378,1
P144,15100 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.045415,-118.523567,1
NH967,10700 RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.152164,-118.365441,1
SG264,1501 VISTA ST,Single-Space,FLAT,$1.00 ,2HR,8A-9P Mon-Sat,1130A-130P Tue,34.098549,-118.351052,1
C1104,600 27TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.027213,-118.277086,1
SC670,13001 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.145803,-118.417211,1
PB109,5301 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048527,-118.35525,1
NH1055,4101 CAHUENGA BL,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,8A-10A Fri,34.144311,-118.361545,1
SV446,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.097316,-118.326535,1
LT403,300 CROCKER ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,1A-4A Wed,34.045535,-118.240843,0.5
HW522,5501 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.098201,-118.310055,1
LM760,400 N. LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.079271,-118.343924,1
CB3375,601 W. OLYMPIC BL,Single-Space,TOD,$0.5 - $2,4HR,"TANS 7A-10A, 3P-7P Mon-Fri | PKG 10A-3P Mon-Fri, 8A-8P Sat",,34.044039,-118.262023,0.5
PW224,10901 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,34.039061,-118.43097,1
WH594,21800 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.168318,-118.603366,1
SP369,201 7TH ST,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Wed,33.737754,-118.281568,0.5
LT3,200 BOYD ST,Single-Space,TOD,$0.5 - $4,2HR,PKG 8A-6P Mon-Sat | NP 7P-7A Nightly,,34.047488,-118.244852,0.5
LC424,8400 MELROSE PL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083532,-118.37553,1
EN379,17201 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.160894,-118.509177,1
GA174,3200 LOS FELIZ BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.123244,-118.268755,1
MD871,2001 CHARLOTTE ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.058477,-118.205543,1
WA633,601 CARONDELET ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,12P-3P Thu,34.060537,-118.280349,1
ED439,1100 E PICO BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,34.030007,-118.247717,0.5
HO565,1700 CAHUENGA BL,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101869,-118.329451,1.5
ER30,5100 EAGLE ROCK BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.139435,-118.21398,1
BF259,7701 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083832,-118.358868,1
RA150,8600 3RD ST,Single-Space,FLAT,$2.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.073503,-118.380371,2
BF762,500 FAIRFAX AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.080955,-118.361355,1
VW1510B,600 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-10A Thu,34.062918,-118.294063,1
MD86,1000 BRITTANIA ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,1230P-230P Wed,34.056768,-118.208448,1
WB220,2001 OLIVE ST,Single-Space,TOD,$0.5 - $2,4HR,8A-6P Mon-Sat,,34.030996,-118.268555,0.5
SS337A,11700 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.043384,-118.456615,1
CB756,900 S SANTEE ST,Single-Space,TOD,$2 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.039348,-118.254215,2
OF62,5801 SAN VICENTE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Tue,34.056059,-118.359665,1
SH69,6601 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,2HR,8A-7P Mon-Sat,,34.090811,-118.334174,1
PR121,8900 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.055173,-118.386983,1
MM675,5501 WILSHIRE BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.062443,-118.349062,1
PR142,8800 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.054786,-118.384339,1
CC1135,500 W CESAR E CHAVEZ,Single-Space,FLAT,$0.50 ,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,34.05942,-118.242054,0.5
VN652,14300 DELANO ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Fri,,34.182569,-118.445966,1
CT79A,600 N. BROADWAY,Single-Space,FLAT,$0.50 ,2HR,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Fri, 8A-8P Sat",4A-630A Thu,34.05905,-118.23983,0.5
TZ441,18900 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.172364,-118.546252,1
NH965,10700 RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.15217,-118.365865,1
PW223,10901 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,34.039104,-118.43088,1
OS669,11501 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.033226,-118.44287,1
WS105,1200 GLENDON AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Fri, 8A-8P Sat",8A-10A Tue,34.05879,-118.442308,1
EN49,15701 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.155517,-118.476499,1
GA133,3500 LARGA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.117959,-118.260231,1
WW2569,4150 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.076215,-118.299877,1
LC382A,300 LA CIENEGA BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.077559,-118.376472,1
CB673,401 E. OLYMPIC BL,Single-Space,TOD,$0.5 - $6,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.038123,-118.253638,0.5
OS638,11300 PICO BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-630P Mon-Fri | PKG 9A-4P Mon-Sat",,34.034315,-118.440241,1
C1200,3000 MCCLINTOCK AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-11A Wed,34.026489,-118.285823,1
BH54,2301 CESAR E CHAVEZ AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.047038,-118.2081,1
SC736,4001 RADFORD AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.145483,-118.392519,1
WU884,1701 OLYMPIC BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,34.049961,-118.275636,1
NH1015,4501 CARTWRIGHT AV,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,,34.152433,-118.363732,1
CB1181,201 W PICO BLVD,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.038109,-118.262772,1
BW67,11600 CHAYOTE ST,Single-Space,FLAT,$2.00 ,1HR,8A-6P Mon-Sat,,34.065568,-118.469382,2
WS260,1901 WESTWOOD BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.047153,-118.434686,1
CB83,201 E OLYMPIC BL,Single-Space,TOD,$1.5 - $5,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.039175,-118.25519,1.5
BR25,11601 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.054012,-118.464338,2
SO292,15200 MOORPARK ST,Single-Space,FLAT,$1.00 ,1HR,6A-2A Daily,8A-10A Thu,34.154506,-118.464748,1
CB1949C,201 E 14TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.034449,-118.259515,0.5
SG235,1501 FORMOSA AV,Single-Space,FLAT,$1.00 ,2HR,8A-9P Mon-Sat,11A-2P Tue,34.098388,-118.34684,1
WW2043,3901 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.061798,-118.313176,1
CB3127,101 W. 6TH ST,Single-Space,TOD,$0.5 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.045789,-118.250598,0.5
SVV154,701 VIRGIL AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.084185,-118.286937,1
SC3,12001 VENTURA PL,Single-Space,FLAT,$1.00 ,2HR,PKG 8A-8P Mon-Sat | NP 6A-3P Sun,8A-10A Mon,34.144098,-118.393434,1
WW1763A,600 SERRANO AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Wed,34.063076,-118.306527,1
HO957,1700 WHITLEY AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",8A-10A Mon,34.102653,-118.333267,1.5
SVV381,701 NEW HAMPSHIRE AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,,34.085425,-118.292865,1
WSV251,11700 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.048394,-118.461982,1
CB916,900 S FLOWER ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-8P Mon-Sat,,34.044933,-118.262119,0.5
AE555,401 N GAREY ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,34.051525,-118.23438,1
BF665,8200 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"PLO 10A-3P, 6P-12A Daily | PKG 8A-10A Mon-Sat, 3P-6P Daily",,34.083591,-118.370077,1
CP191,7101 ALABAMA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Mon,34.200553,-118.599087,1
WSV187,1200 AMHERST AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,12P-3P Fri,34.043216,-118.467969,1
CB2518,500 WALL ST,Single-Space,TOD,$2 - $4,4HR,8A-6P Mon-Sat,,34.044472,-118.2461,2
CP124,21800 SHERMAN WY,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.200918,-118.603614,1
PB288,1400 SIERRA BONITA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Tue,34.049122,-118.358904,1
WA1201,2100 WILSHIRE BL,Single-Space,FLAT,$1.00 ,4HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.058734,-118.276905,1
VN654A,14300 DELANO ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Fri,,34.182569,-118.445507,1
SH309,6600 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,1HR,8A-7P Mon-Sat,,34.090636,-118.334435,1
BF365,601 EDINBURGH AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,34.083523,-118.363817,1
WP147,401 WASHINGTON BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Daily,730A-930A Tue,33.981955,-118.462294,1
P52,801 VIA DE LA PAZ,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.046798,-118.527272,1
SO1086,4301 MATILIJA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Mon,34.148793,-118.434099,1
CB247A,1601 S HILL ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.034561,-118.264784,0.5
TZ263,5600 SHIRLEY AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.173052,-118.55776,1
HO674,1700 LAS PALMAS AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",8A-10A Mon,34.101905,-118.336069,1.5
W92,5901 W 98TH ST,Single-Space,FLAT,$1.00 ,2HR,8A-12A Daily,12P-230P Wed,33.947436,-118.387568,1
CC796A,101 N. FREMONT AV,Single-Space,TOD,$0.5 - $2,4HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,34.058897,-118.252763,0.5
CB2272,1100 S. SAN JULIAN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.034704,-118.253991,0.5
PR284,1501 ROBERTSON BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.051971,-118.384236,1
WA808,2700 7TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.05945,-118.283643,1
LH14,201 AVE 24,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Wed,34.073254,-118.217004,1
WSV257,1201 STONER AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,10A-12P Fri,34.048219,-118.461427,1
OS700,2201 PURDUE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.036623,-118.442874,1
ED396A,700 E PICO BLVD,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.032024,-118.252452,0.5
NH1208,11201 CHANDLER BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,34.168231,-118.375166,1
VN1037,14401 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Tue,34.188746,-118.447641,0.5
MM500,300 LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",9A-11A Thu,34.068425,-118.343903,1
MM8,701 STANLEY AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Tue,34.062113,-118.356118,1
WA875,650 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Thu,34.058668,-118.280026,1
VW371,601 CATALINA ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Thu,34.062244,-118.295439,1
PR585,5901 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.052376,-118.370626,1
LC186,8300 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.075958,-118.37143,1
WSV153,12401 WILSHIRE BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.041641,-118.470703,1
WW1358,600 N WESTERN AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.083039,-118.309009,1
ED603A,1100 S CROCKER ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.033193,-118.251466,0.5
CB3210,200 W. 8TH ST,Single-Space,TOD,$0.5 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat | NP 9A-3P Mon-Fri, 8A-8P Sat",,34.04348,-118.254368,0.5
UC17,3701 CAHUENGA BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.136162,-118.362473,1
WU1026A,1001 INGRAHAM ST,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,12P-3P Fri,34.051453,-118.262641,1
WSV92,12001 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.045683,-118.465714,1
BH416,1801 1ST ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.046831,-118.217864,1
CP222,7201 OWENSMOUTH AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Mon,34.202394,-118.601679,1
